input,output,language,instruction
कहियों हमर गांव आके देखिया। दलित के घर में forward cast पानी भी न पिय ह।,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
"मुँह में पानी आगेलऊ,,☺",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Gana toh bahut badhiya ga lewahi ho bhai,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
"अकबरपुर, नवादा के तरफ से आप सभी कलाकार को स्वतंत्रता दिवस की हार्दिक शुभकामनायें......",positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बरी बेजोड़ हलै,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Magahi bhasa ke age badhahu bhaiya,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
चलअ कुत्ता न लेभु त अब प्यार से भी कुत्ता न कहबो 😝😜😝😜🥰,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
bahut badhiya hawa bhaiya ji tuhu dono ke jodi mast ba tohar video ko dekh ke bahut maja aawala,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Ekdam sahi bat bolalahi bhaiya,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hum to apan bhasa bolbe kar hi,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Hmme bihar sharif k hi hiyay😂😂,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Bahut nik lagal vedio dekh ke  J Kyo sikh chaht wo sikh let,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Are Bhaiya natural acting hai ee apka sach mei maja aa gelai ho,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Mana hiyo ki nitish kumar fail hai,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
भाई हम चंपारण से बानी   भाई रउआ दुनो भाई बहुत जबरदस्त काम करत बानी ।     महाराज हम हमेशा देखे नी रउआ दुनो आदमी हंसी के संगे संगे बहुत बढ़िया बढ़िया बात बतावे नी अपना वीडियो में।    हम हमेशा देखे नी रउअर वीडियो में राष्ट्र के अस्मिता के बहुत मान सम्मान रहे ला।    हम भगवान से कामना करेम की रउआ दुनो जाने बहुत तरक्की करी।   समस्त चंपारण वासी के तरफ से रउआ लोग के हार्दिक शुभकामनाएं।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
बहुत बढ़िया लिखले हथुन sir सब वीडियो बहुत बढ़िया लगा हवा देख के,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Wah..kamal kar delhu ho bhaiya sab 🔥🔥,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Thik kahalun... Nice suggestion...,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
अरे मंगरुआ बड़का  कॉमेडियन ही तू र भाइवा,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Great finally vishwajeet babu kay andaz hai aapka tuhar batiya har dum sahi hobaye mahraj mil laho hamara se please,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
युगल भईया दुकनिया के एड्रेस पता बतैभू तब ना एयबई आऊ खैबई। अंठेकानी कांहा जयबई हो????????   #mixjaankaari  दीनानाथ चौरसिया फ्रॉम शेरघाटी गया बिहार से।,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
Maida hai ji I lag haw ki moflar haw ji 🤣🤣😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
Badi nic lagal vedio,positive,magahi,Classify the given article as either positive or negative or mix sentiment.
ए जी युगल भैया हमरा तारी पिये के मन करीत हवा!😂😂,negative,magahi,Classify the given article as either positive or negative or mix sentiment.
